"formula","HC","OC"
"C26H38O5S2",1.46,0.19
"C26H38O7S1",1.46,0.27
"C22H38O12",1.73,0.55
"C23H42O7S2",1.83,0.3
"C22H42O6N2S2",1.91,0.27
"C26H38O9",1.46,0.35
"C23H42O11",1.83,0.48
"C24H49O3N1S2P1",2.04,0.12
"C18H9O2N1S7",0.5,0.11
"C20H4O12N2P1",0.2,0.6
"C16H7O12N3P2",0.44,0.75
"C17H11O7N3S2P2",0.65,0.41
"C13H9O14N3S2",0.69,1.08
"C17H8O12N2S1P1",0.47,0.71
"C25H8O4N2S2P1",0.32,0.16
"C16H5O16N3",0.31,1
"C34H13O2N3",0.38,0.06
"C31H17O4N3",0.55,0.13
"C22H25O12N1",1.14,0.55
"C18H28O12N2P1",1.56,0.67
"C27H28O7P1",1.04,0.26
"C19H29O14N1",1.53,0.74
"C15H33O13N3S1",2.2,0.87
"C27H32O5N2P1",1.19,0.19
"C19H33O12N3",1.74,0.63
"C24H33O10N1",1.38,0.42
"C23H33O9N3",1.43,0.39
"C32H33O2N1S1",1.03,0.06
"C20H37O9N3S1",1.85,0.45
"C28H33O7N1",1.18,0.25
"C29H37O2N1S2",1.28,0.07
"C25H52O5S1P1",2.08,0.2
"C20H16O3S6",0.8,0.15
"C24H6O7N2P2",0.25,0.29
"C28H16O1S4",0.57,0.04
"C15H16O13N2S2",1.07,0.87
"C25H8O10N2",0.32,0.4
"C25H8O10N2",0.32,0.4
"C34H8O3S1",0.24,0.09
"C27H12O10",0.44,0.37
"C27H12O10",0.44,0.37
"C28H16O5S2",0.57,0.18
"C15H16O17N2",1.07,1.13
"C16H20O12N2S2",1.25,0.75
"C20H16O15",0.8,0.75
"C21H20O10S2",0.95,0.48
"C17H23O10N1S2P1",1.35,0.59
"C21H22O8S1P2",1.05,0.38
"C30H12O4N2S1",0.4,0.13
"C26H12O9N2",0.46,0.35
"C26H24O2S4",0.92,0.08
"C21H20O14",0.95,0.67
"C18H27O9N1S2P1",1.5,0.5
"C31H16O3N2S1",0.52,0.1
"C18H24O14S1",1.33,0.78
"C26H24O6S2",0.92,0.23
"C27H28O1S4",1.04,0.04
"C22H24O13",1.09,0.59
"C22H24O13",1.09,0.59
"C19H31O8N1S2P1",1.63,0.42
"C23H30O6S1P2",1.3,0.26
"C23H31O5N1S2P1",1.35,0.22
"C19H28O15",1.47,0.79
"C28H32O2S3",1.14,0.07
"C23H28O12",1.22,0.52
"C19H31O12N1P1",1.63,0.63
"C24H32O7S2",1.33,0.29
"C22H28O11N2",1.27,0.5
"C20H35O9N1S1P1",1.75,0.45
"C33H24O3N2",0.73,0.09
"C20H32O14",1.6,0.7
"C21H36O9S2",1.71,0.43
"C24H35O6N1S1P1",1.46,0.25
"C29H36O1S3",1.24,0.03
"C24H32O11",1.33,0.46
"C20H35O11N1P1",1.75,0.55
"C34H28O2N2",0.82,0.06
"C21H36O13",1.71,0.62
"C22H40O8S2",1.82,0.36
"C25H36O10",1.44,0.4
"C21H39O10N1P1",1.86,0.48
"C35H32O1N2",0.91,0.03
"C22H40O12",1.82,0.55
"C23H44O7S2",1.91,0.3
"C26H40O9",1.54,0.35
"C24H48O4S3",2,0.17
"C23H44O11",1.91,0.48
"C24H51O3N1S2P1",2.12,0.12
"C12H3O13N1S4",0.25,1.08
"C19H15O3N1S6",0.79,0.16
"C16H7O12N3S2",0.44,0.75
"C20H6O10N2S1P1",0.3,0.5
"C24H5O8N1P2",0.21,0.33
"C29H6O3S2P1",0.21,0.1
"C21H7O10N1S2",0.33,0.48
"C38H11O1N1",0.29,0.03
"C32H19O3N1S1",0.59,0.09
"C29H22O6P1",0.76,0.21
"C34H15O2N3",0.44,0.06
"C17H26O13N2P1",1.53,0.76
"C25H23O10N1",0.92,0.4
"C22H27O10N1S1",1.23,0.45
"C31H19O4N3",0.61,0.13
"C14H31O14N3S1",2.21,1
"C23H31O11N1",1.35,0.48
"C24H35O6N1S2",1.46,0.25
"C34H27O3N1",0.79,0.09
"C20H35O13N1",1.75,0.65
"C24H35O10N1",1.46,0.42
"C16H6O3N2S7",0.38,0.19
"C20H5O9N1S2P1",0.25,0.45
"C19H14O4S6",0.74,0.21
"C23H5O7N3S1P1",0.22,0.3
"C23H5O7N3S1P1",0.22,0.3
"C18H10O17",0.56,0.94
"C18H10O17",0.56,0.94
"C25H10O8N2S1",0.4,0.32
"C19H14O16",0.74,0.84
"C20H20O9S1P2",1,0.45
"C25H10O10N2",0.4,0.4
"C25H10O10N2",0.4,0.4
"C27H16O6P2",0.59,0.22
"C27H14O10",0.52,0.37
"C28H18O5S2",0.64,0.18
"C20H18O15",0.9,0.75
"C21H22O10S2",1.05,0.48
"C21H24O8S1P2",1.14,0.38
"C30H14O4N2S1",0.47,0.13
"C38H10O2",0.26,0.05
"C26H26O2S4",1,0.08
"C34H14O1N2S1",0.41,0.03
"C34H14O3N2",0.41,0.09
"C22H26O9S2",1.18,0.41
"C18H29O9N1S2P1",1.61,0.5
"C31H18O3N2S1",0.58,0.1
"C18H26O14S1",1.44,0.78
"C22H29O6N1S2P1",1.32,0.27
"C18H26O16",1.44,0.89
"C18H26O16",1.44,0.89
"C22H26O13",1.18,0.59
"C18H29O13N1P1",1.61,0.72
"C23H32O6S1P2",1.39,0.26
"C32H22O4N2",0.69,0.12
"C19H30O15",1.58,0.79
"C19H30O15",1.58,0.79
"C30H26O7",0.87,0.23
"C27H30O7S1",1.11,0.26
"C23H33O7N1S1P1",1.43,0.3
"C23H30O12",1.3,0.52
"C19H33O12N1P1",1.74,0.63
"C20H34O14",1.7,0.7
"C21H40O7S1P2",1.9,0.33
"C28H34O6S1",1.21,0.21
"C29H38O1S3",1.31,0.03
"C24H34O11",1.42,0.46
"C20H37O11N1P1",1.85,0.55
"C26H42O1S4",1.62,0.04
"C34H30O2N2",0.88,0.06
"C21H38O13",1.81,0.62
"C22H42O8S2",1.91,0.36
"C29H38O5S1",1.31,0.17
"C25H38O10",1.52,0.4
"C25H38O10",1.52,0.4
"C26H42O5S2",1.62,0.19
"C22H42O10S1",1.91,0.45
"C35H34O1N2",0.97,0.03
"C26H42O9",1.62,0.35
"C23H49O4N1S2P1",2.13,0.17
"C12H9O3N3S8",0.75,0.25
"C11H17O11N1S5",1.55,1
"C25H8O10P1",0.32,0.4
"C27H21O3N3S2",0.78,0.11
"C35H21O1N3",0.6,0.03
"C22H29O12N1",1.32,0.55
"C28H36O4S1P1",1.29,0.14
"C16H4O1S9",0.25,0.06
"C15H4O6N2S6",0.27,0.4
"C15H16O7S6",1.07,0.47
"C16H20O2S8",1.25,0.12
"C24H8O1N2S5",0.33,0.04
"C14H3O16N3P1",0.21,1.14
"C19H4O11N2S2",0.21,0.58
"C15H7O11N3S2P1",0.47,0.73
"C15H4O16N2S1",0.27,1.07
"C19H16O4S6",0.84,0.21
"C20H4O16",0.2,0.8
"C22H14O8S1P2",0.64,0.36
"C19H16O16",0.84,0.84
"C29H12O5N2S1",0.41,0.17
"C23H16O13",0.7,0.57
"C25H24O3S4",0.96,0.12
"C24H22O6S1P2",0.92,0.25
"C33H12O2N2S1",0.36,0.06
"C14H28O13S3",2,0.93
"C22H16O12N2",0.73,0.55
"C16H23O15N1P1",1.44,0.94
"C21H26O8S1P2",1.24,0.38
"C30H16O4N2S1",0.53,0.13
"C21H27O7N1S2P1",1.29,0.33
"C26H28O2S4",1.08,0.08
"C21H26O10P2",1.24,0.48
"C18H31O9N1S2P1",1.72,0.5
"C22H30O7S1P2",1.36,0.32
"C27H32O1S4",1.19,0.04
"C31H20O5N2",0.65,0.16
"C19H34O9S1P2",1.79,0.47
"C22H28O13",1.27,0.59
"C22H28O13",1.27,0.59
"C23H32O12",1.39,0.52
"C19H35O12N1P1",1.84,0.63
"C20H39O7N1S2P1",1.95,0.35
"C28H36O6S1",1.29,0.21
"C24H39O6N1S1P1",1.62,0.25
"C24H36O11",1.5,0.46
"C20H39O11N1P1",1.95,0.55
"C21H43O6N1S2P1",2.05,0.29
"C34H32O2N2",0.94,0.06
"C25H40O10",1.6,0.4
"C25H40O10",1.6,0.4
"C35H36O1N2",1.03,0.03
"C26H44O9",1.69,0.35
"C27H48O4S2",1.78,0.15
"C32H40O3N2",1.25,0.09
"C25H10O10P1",0.4,0.4
"C34H19O2N3",0.56,0.06
"C30H30O5P1",1,0.17
"C22H31O12N1",1.41,0.55
"C18H34O12N2P1",1.89,0.67
"C19H35O14N1",1.84,0.74
"C22H35O8N3S1",1.59,0.36
"C12H6O14S4",0.5,1.17
"C17H10O8S5",0.59,0.47
"C20H6O10S3",0.3,0.5
"C15H5O17N1P1",0.33,1.13
"C23H9O7N3S1P1",0.39,0.3
"C32H10O3N2S1",0.31,0.09
"C22H17O11N1P1",0.77,0.5
"C19H18O16",0.95,0.84
"C20H24O9S1P2",1.2,0.45
"C34H14O3S1",0.41,0.09
"C23H18O13",0.78,0.57
"C24H24O6S1P2",1,0.25
"C33H14O2N2S1",0.42,0.06
"C21H28O8S1P2",1.33,0.38
"C17H28O13P2",1.65,0.76
"C22H21O9N3P1",0.95,0.41
"C35H18O2S1",0.51,0.06
"C23H22O9N2S1",0.96,0.39
"C26H30O2S4",1.15,0.08
"C34H18O1N2S1",0.53,0.03
"C34H18O3N2",0.53,0.09
"C22H32O7S1P2",1.45,0.32
"C17H30O13N2S1",1.76,0.76
"C27H34O1S4",1.26,0.04
"C31H22O5N2",0.71,0.16
"C18H30O16",1.67,0.89
"C19H34O11S2",1.79,0.58
"C19H36O9S1P2",1.89,0.47
"C22H30O13",1.36,0.59
"C22H30O13",1.36,0.59
"C23H34O8S2",1.48,0.35
"C18H34O12N2S1",1.89,0.67
"C27H34O7S1",1.26,0.26
"C28H38O2S3",1.36,0.07
"C36H26O1N2",0.72,0.03
"C23H34O12",1.48,0.52
"C24H38O7S2",1.58,0.29
"C24H38O11",1.58,0.46
"C24H38O11",1.58,0.46
"C25H42O6S2",1.68,0.24
"C21H42O13",2,0.62
"C25H42O10",1.68,0.4
"C21H45O10N1P1",2.14,0.48
"C31H38O4N2",1.23,0.13
"C30H46O6",1.53,0.2
"C31H50O1S2",1.61,0.03
"C9H13O9N1S7",1.44,1
"C13H13O8N1S6",1,0.62
"C19H9O6N3S4",0.47,0.32
"C17H28O13S1P1",1.65,0.76
"C23H21O12N1",0.91,0.52
"C24H25O7N1S2",1.04,0.29
"C22H37O8N3S1",1.68,0.36
"C23H41O5N3S2",1.78,0.22
"C29H49O2N3S1",1.69,0.07
"C16H8O7S6",0.5,0.44
"C17H12O14S2",0.71,0.82
"C14H20O16N2S1",1.43,1.14
"C22H16O14",0.73,0.64
"C23H22O7S1P2",0.96,0.3
"C28H12O8N2",0.43,0.29
"C16H24O14S2",1.5,0.88
"C37H12O3",0.32,0.08
"C16H26O14P2",1.62,0.88
"C30H19O3N1S1P1",0.63,0.1
"C22H20O10N2S1",0.91,0.45
"C19H23O13N1P1",1.21,0.68
"C24H26O6S1P2",1.08,0.25
"C33H16O2N2S1",0.48,0.06
"C37H16O1N2",0.43,0.03
"C24H24O12",1,0.5
"C25H28O7S2",1.12,0.28
"C25H30O7P2",1.2,0.28
"C21H28O14",1.33,0.67
"C17H32O13N2S1",1.88,0.76
"C25H28O11",1.12,0.44
"C26H32O6S2",1.23,0.23
"C22H32O13",1.45,0.59
"C22H32O13",1.45,0.59
"C26H32O10",1.23,0.38
"C22H36O9N2S1",1.64,0.41
"C28H40O2S3",1.43,0.07
"C23H36O12",1.57,0.52
"C23H36O12",1.57,0.52
"C23H39O9N1P1",1.7,0.39
"C28H40O4S2",1.43,0.14
"C24H40O11",1.67,0.46
"C20H43O11N1P1",2.15,0.55
"C29H44O3S2",1.52,0.1
"C25H44O10",1.76,0.4
"C29H47O4N1P1",1.62,0.14
"C30H48O4S1",1.6,0.13
"C26H51O4N1S1P1",1.96,0.15
"C14H19O7N1S6",1.36,0.5
"C22H7O6N3S3",0.32,0.27
"C23H11O1N3S5",0.48,0.04
"C18H7O11N3S2",0.39,0.61
"C27H10O3N2S2P1",0.37,0.11
"C19H22O12S1P1",1.16,0.63
"C22H35O8N1S2",1.59,0.36
"C31H27O2N3S1",0.87,0.06
"C18H35O13N1S1",1.94,0.72
"C32H27O5N1",0.84,0.16
"C17H35O12N3S1",2.06,0.71
"C20H42O12P1",2.1,0.6
"C25H35O8N3",1.4,0.32
"C34H35O1N1S1",1.03,0.03
"C15H6O10S5",0.4,0.67
"C12H10O14S4",0.83,1.17
"C13H14O9S6",1.08,0.69
"C16H10O15S2",0.62,0.94
"C16H12O13S1P2",0.75,0.81
"C15H10O14N2S2",0.67,0.93
"C32H10O5S1",0.31,0.16
"C22H20O8S1P2",0.91,0.36
"C19H24O10S1P2",1.26,0.53
"C18H21O14N1P1",1.17,0.78
"C23H24O7S1P2",1.04,0.3
"C32H14O3N2S1",0.44,0.09
"C19H22O14S1",1.16,0.74
"C18H22O15N2",1.22,0.83
"C20H26O13S1",1.3,0.65
"C20H28O11P2",1.4,0.55
"C16H26O18",1.62,1.12
"C17H30O13S2",1.76,0.76
"C17H30O13S2",1.76,0.76
"C24H26O12",1.08,0.5
"C26H34O2S4",1.31,0.08
"C34H22O1N2S1",0.65,0.03
"C21H30O12S1",1.43,0.57
"C21H30O14",1.43,0.67
"C25H30O11",1.2,0.44
"C21H33O11N1P1",1.57,0.52
"C35H26O2N2",0.74,0.06
"C22H34O13",1.55,0.59
"C26H34O10",1.31,0.38
"C22H37O10N1P1",1.68,0.45
"C30H34O7",1.13,0.23
"C36H30O1N2",0.83,0.03
"C23H38O12",1.65,0.52
"C24H42O11",1.75,0.46
"C24H42O11",1.75,0.46
"C14H5O14N1S3",0.36,1
"C9H17O9N1S7",1.89,1
"C26H36O4S2P1",1.38,0.15
"C25H33O10N1",1.32,0.4
"C25H33O10N1",1.32,0.4
"C25H37O4N3S2",1.48,0.16
"C33H33O2N1S1",1,0.06
"C33H33O4N1",1,0.12
"C21H37O11N3",1.76,0.52
"C26H41O3N3S2",1.58,0.12
"C34H37O1N1S1",1.09,0.03
"C22H41O8N3S1",1.86,0.36
"C30H37O6N1",1.23,0.2
"C21H6O6N2S2P2",0.29,0.29
"C17H19O15N1P1",1.12,0.88
"C31H12O4N2S1",0.39,0.13
"C22H20O14",0.91,0.64
"C23H26O7S1P2",1.13,0.3
"C32H16O3N2S1",0.5,0.09
"C19H24O14S1",1.26,0.74
"C19H24O16",1.26,0.84
"C15H27O16N1P1",1.8,1.07
"C20H30O9S1P2",1.5,0.45
"C29H20O5N2S1",0.69,0.17
"C15H28O15N2S1",1.87,1
"C23H24O13",1.04,0.57
"C24H30O6S1P2",1.25,0.25
"C33H20O2N2S1",0.61,0.06
"C27H24O10",0.89,0.37
"C28H28O5S2",1,0.18
"C20H31O10N1S1P1",1.55,0.5
"C29H32O2S3",1.1,0.07
"C24H28O12",1.17,0.5
"C20H31O12N1P1",1.55,0.6
"C21H32O14",1.52,0.67
"C21H32O14",1.52,0.67
"C30H36O1S3",1.2,0.03
"C25H32O11",1.28,0.44
"C21H35O11N1P1",1.67,0.52
"C35H28O2N2",0.8,0.06
"C22H36O13",1.64,0.59
"C23H40O8S2",1.74,0.35
"C26H36O10",1.38,0.38
"C23H40O12",1.74,0.52
"C23H40O12",1.74,0.52
"C23H44O6N2S2",1.91,0.26
"C27H40O9",1.48,0.33
"C25H48O6S2",1.92,0.24
"C19H11O2N1S7",0.58,0.11
"C14H7O12N1S4",0.5,0.86
"C15H11O7N1S6",0.73,0.47
"C17H7O16N3",0.41,0.94
"C18H11O11N3S2",0.61,0.61
"C24H31O11N1",1.29,0.46
"C25H35O10N1",1.4,0.4
"C25H39O4N3S2",1.56,0.16
"C33H35O2N1S1",1.06,0.06
"C21H39O9N3S1",1.86,0.43
"C29H35O7N1",1.21,0.24
"C30H39O2N1S2",1.3,0.07
"C19H10O5S6",0.53,0.26
"C17H20O10S2P2",1.18,0.59
"C18H22O13S2",1.22,0.72
"C18H24O11S1P2",1.33,0.61
"C31H14O4N2S1",0.45,0.13
"C18H22O15S1",1.22,0.83
"C18H24O13P2",1.33,0.72
"C27H14O9N2",0.52,0.33
"C15H26O15S2",1.73,1
"C15H26O15S2",1.73,1
"C15H28O13S1P2",1.87,0.87
"C20H18O14N2",0.9,0.7
"C22H22O14",1,0.64
"C23H28O7S1P2",1.22,0.3
"C32H18O3N2S1",0.56,0.09
"C40H14O1",0.35,0.03
"C27H26O8S1",0.96,0.3
"C15H30O15N2S1",2,1
"C23H26O13",1.13,0.57
"C24H30O8S2",1.25,0.33
"C33H22O2N2S1",0.67,0.06
"C33H22O4N2",0.67,0.12
"C28H30O7S1",1.07,0.25
"C24H30O12",1.25,0.5
"C24H30O12",1.25,0.5
"C25H34O7S2",1.36,0.28
"C34H26O3N2",0.76,0.09
"C21H34O14",1.62,0.67
"C29H34O6S1",1.17,0.21
"C30H38O1S3",1.27,0.03
"C25H34O11",1.36,0.44
"C21H37O11N1P1",1.76,0.52
"C26H38O6S2",1.46,0.23
"C35H30O2N2",0.86,0.06
"C22H38O13",1.73,0.59
"C22H42O7N2S2",1.91,0.32
"C26H38O10",1.46,0.38
"C27H42O5S2",1.56,0.19
"C23H45O5N1S2P1",1.96,0.22
"C36H34O1N2",0.94,0.03
"C23H42O12",1.83,0.52
"C28H46O4S2",1.64,0.14
"C24H49O4N1S2P1",2.04,0.17
"C20H4O9N2S2P1",0.2,0.45
"C21H21O14N1",1,0.67
"C35H17O2N3",0.49,0.06
"C18H28O13N2P1",1.56,0.72
"C23H29O8N1S2",1.26,0.35
"C19H29O15N1",1.53,0.79
"C20H33O10N1S2",1.65,0.5
"C24H33O11N1",1.38,0.46
"C20H16O4S6",0.8,0.2
"C20H16O16",0.8,0.8
"C26H12O10N2",0.46,0.38
"C25H22O6S1P2",0.88,0.24
"C21H20O15",0.95,0.71
"C22H24O10S2",1.09,0.45
"C22H26O8S1P2",1.18,0.36
"C39H12O2",0.31,0.05
"C27H28O2S4",1.04,0.07
"C22H24O14",1.09,0.64
"C23H30O7S1P2",1.3,0.3
"C32H20O3N2S1",0.62,0.09
"C28H32O1S4",1.14,0.04
"C28H32O3S3",1.14,0.11
"C23H28O13",1.22,0.57
"C19H31O13N1P1",1.63,0.68
"C24H32O8S2",1.33,0.33
"C33H24O2N2S1",0.73,0.06
"C20H32O15",1.6,0.75
"C37H24O1N2",0.65,0.03
"C24H32O12",1.33,0.5
"C25H36O7S2",1.44,0.28
"C21H39O7N1S2P1",1.86,0.33
"C21H36O14",1.71,0.67
"C21H36O14",1.71,0.67
"C29H36O6S1",1.24,0.21
"C30H40O1S3",1.33,0.03
"C25H36O11",1.44,0.44
"C21H39O11N1P1",1.86,0.52
"C22H43O6N1S2P1",1.95,0.27
"C35H32O2N2",0.91,0.06
"C22H40O13",1.82,0.59
"C26H40O10",1.54,0.38
"C26H40O10",1.54,0.38
"C27H44O5S2",1.63,0.19
"C36H36O1N2",1,0.03
"C23H44O12",1.91,0.52
"C28H48O8",1.71,0.29
"C18H27O14N1S1",1.5,0.78
"C31H19O5N3",0.61,0.16
"C18H27O16N1",1.5,0.89
"C36H23O1N3",0.64,0.03
"C23H5O8N3S1P1",0.22,0.35
"C17H22O12S3",1.29,0.71
"C25H10O11N2",0.4,0.44
"C14H26O12S4",1.86,0.86
"C22H14O11N2S1",0.64,0.5
"C20H18O16",0.9,0.8
"C30H14O5N2S1",0.47,0.17
"C17H22O16S1",1.29,0.94
"C19H18O15N2",0.95,0.79
"C25H24O6S1P2",0.96,0.24
"C22H28O8S1P2",1.27,0.36
"C39H14O2",0.36,0.05
"C27H30O2S4",1.11,0.07
"C35H18O3N2",0.51,0.09
"C19H33O9N1S2P1",1.74,0.47
"C32H22O3N2S1",0.69,0.09
"C18H30O13N2S1",1.67,0.72
"C28H34O1S4",1.21,0.04
"C23H30O13",1.3,0.57
"C24H34O8S2",1.42,0.33
"C24H36O6S1P2",1.5,0.25
"C20H34O15",1.7,0.75
"C24H37O7N1S1P1",1.54,0.29
"C29H38O2S3",1.31,0.07
"C24H34O12",1.42,0.5
"C20H37O12N1P1",1.85,0.6
"C28H34O9",1.21,0.32
"C29H38O4S2",1.31,0.14
"C21H38O14",1.81,0.67
"C22H42O9S2",1.91,0.41
"C25H41O6N1S1P1",1.64,0.24
"C25H38O11",1.52,0.44
"C21H41O11N1P1",1.95,0.52
"C22H45O6N1S2P1",2.05,0.27
"C33H38O3S1",1.15,0.09
"C29H38O8",1.31,0.28
"C30H42O3S2",1.4,0.1
"C26H45O3N1S2P1",1.73,0.12
"C22H42O13",1.91,0.59
"C26H42O10",1.62,0.38
"C26H42O10",1.62,0.38
"C27H46O5S2",1.7,0.19
"C23H46O12",2,0.52
"C33H42O3N2",1.27,0.09
"C19H4O10N2S2P1",0.21,0.53
"C20H21O13N1S1",1.05,0.65
"C35H21O2N3",0.6,0.06
"C27H37O3N3S2",1.37,0.11
"C21H12O12N2S1",0.57,0.57
"C18H16O12N2S2",0.89,0.67
"C16H20O15S2",1.25,0.94
"C16H22O13S1P2",1.38,0.81
"C33H8O7",0.24,0.21
"C14H28O12S4",2,0.86
"C24H22O7S1P2",0.92,0.29
"C20H20O14S1",1,0.7
"C26H28O1S5",1.08,0.04
"C20H20O16",1,0.8
"C30H16O5N2S1",0.53,0.17
"C24H20O13",0.83,0.54
"C21H27O8N1S2P1",1.29,0.38
"C34H16O2N2S1",0.47,0.06
"C22H30O8S1P2",1.36,0.36
"C31H20O4N2S1",0.65,0.13
"C39H16O2",0.41,0.05
"C27H20O9N2",0.74,0.33
"C28H24O4N2S2",0.86,0.14
"C30H28O2S3",0.93,0.07
"C25H24O12",0.96,0.48
"C22H31O7N1S2P1",1.41,0.32
"C28H24O6N2S1",0.86,0.21
"C35H20O3N2",0.57,0.09
"C22H28O14",1.27,0.64
"C23H32O9S2",1.39,0.39
"C18H32O13N2S1",1.78,0.72
"C23H32O13",1.39,0.57
"C27H32O10",1.19,0.37
"C29H40O2S3",1.38,0.07
"C24H36O12",1.5,0.5
"C24H36O12",1.5,0.5
"C25H40O7S2",1.6,0.28
"C26H44O2S4",1.69,0.08
"C28H36O9",1.29,0.32
"C34H32O3N2",0.94,0.09
"C25H40O11",1.6,0.44
"C21H43O11N1P1",2.05,0.52
"C22H47O6N1S2P1",2.14,0.27
"C21H11O3N1S6",0.52,0.14
"C23H7O12N3",0.3,0.52
"C14H19O14N3S2",1.36,1
"C21H31O12N3",1.48,0.57
"C26H35O4N3S2",1.35,0.15
"C27H39O3N3S2",1.44,0.11
"C23H39O8N3S1",1.7,0.35
"C36H39O2N1",1.08,0.06
"C20H6O3S7",0.3,0.15
"C20H6O11S3",0.3,0.55
"C15H18O18S1",1.2,1.2
"C15H20O16P2",1.33,1.07
"C25H14O7N2S2",0.56,0.28
"C13H26O13S4",2,1
"C18H18O14N2S1",1,0.78
"C23H21O7N1S2P1",0.91,0.3
"C15H22O14N2S2",1.47,0.93
"C20H24O10S1P2",1.2,0.5
"C29H14O6N2S1",0.48,0.21
"C15H22O16N2S1",1.47,1.07
"C24H24O7S1P2",1,0.29
"C33H14O3N2S1",0.42,0.09
"C20H22O14S1",1.1,0.7
"C30H18O5N2S1",0.6,0.17
"C23H22O10N2S1",0.96,0.43
"C25H28O6S1P2",1.12,0.24
"C34H18O2N2S1",0.53,0.06
"C21H26O13S1",1.24,0.62
"C22H32O8S1P2",1.45,0.36
"C18H32O13P2",1.78,0.72
"C25H26O12",1.04,0.48
"C22H33O7N1S2P1",1.5,0.32
"C22H30O12S1",1.36,0.55
"C19H36O10S1P2",1.89,0.53
"C22H30O14",1.36,0.64
"C26H30O11",1.15,0.42
"C26H30O11",1.15,0.42
"C27H34O6S2",1.26,0.22
"C36H26O2N2",0.72,0.06
"C19H37O13N1P1",1.95,0.68
"C19H38O12N2S1",2,0.63
"C27H34O10",1.26,0.37
"C23H38O9N2S1",1.65,0.39
"C24H38O12",1.58,0.5
"C24H38O12",1.58,0.5
"C28H38O9",1.36,0.32
"C25H42O11",1.68,0.44
"C25H42O11",1.68,0.44
"C21H45O11N1P1",2.14,0.52
"C26H46O10",1.77,0.38
"C26H46O10",1.77,0.38
"C15H5O16N1S2",0.33,1.07
"C19H25O12N3S1",1.32,0.63
"C22H33O13N1",1.5,0.59
"C34H33O2N1S1",0.97,0.06
"C34H33O4N1",0.97,0.12
"C35H37O1N1S1",1.06,0.03
"C19H4O6S6",0.21,0.32
"C17H16O1N2S8",0.94,0.06
"C19H4O14S2",0.21,0.74
"C15H8O15N2S2",0.53,1
"C17H16O5N2S6",0.94,0.29
"C20H8O13S2",0.4,0.65
"C32H11O5N1P1",0.34,0.16
"C23H24O2N2S5",1.04,0.09
"C26H16O10S1",0.62,0.38
"C26H18O8P2",0.69,0.31
"C23H20O10S2",0.87,0.43
"C23H22O8S1P2",0.96,0.35
"C30H16O7S1",0.53,0.23
"C23H20O14",0.87,0.61
"C24H24O9S2",1,0.38
"C24H26O7S1P2",1.08,0.29
"C20H24O14S1",1.2,0.7
"C20H24O14S1",1.2,0.7
"C21H28O13S1",1.33,0.62
"C21H30O11P2",1.43,0.52
"C17H28O18",1.65,1.06
"C18H32O13S2",1.78,0.72
"C20H28O14N2",1.4,0.7
"C21H32O9N2S2",1.52,0.43
"C25H28O12",1.12,0.48
"C25H28O12",1.12,0.48
"C26H32O7S2",1.23,0.27
"C30H32O4S2",1.07,0.13
"C22H32O14",1.45,0.64
"C22H32O14",1.45,0.64
"C31H36O1S3",1.16,0.03
"C26H32O11",1.23,0.42
"C22H35O11N1P1",1.59,0.5
"C23H36O13",1.57,0.57
"C27H36O10",1.33,0.37
"C25H44O5S3",1.76,0.2
"C24H40O12",1.67,0.5
"C20H43O12N1P1",2.15,0.6
"C25H44O11",1.76,0.44
"C37H19O1N3",0.51,0.03
"C23H38O9S1P1",1.65,0.39
"C29H34O3N2S1P1",1.17,0.1
"C34H35O2N1S1",1.03,0.06
"C22H39O9N3S1",1.77,0.41
"C22H39O11N3",1.77,0.5
"C27H43O3N3S2",1.59,0.11
"C23H43O8N3S1",1.87,0.35
"C31H39O6N1",1.26,0.19
"C27H42O6N2P1",1.56,0.22
"C17H18O1N2S8",1.06,0.06
"C19H6O14S2",0.32,0.74
"C22H6O10N2S2",0.27,0.45
"C23H24O8S1P2",1.04,0.35
"C28H26O2S4",0.93,0.07
"C23H22O14",0.96,0.61
"C33H18O3N2S1",0.55,0.09
"C16H26O19",1.62,1.19
"C16H26O19",1.62,1.19
"C30H22O5N2S1",0.73,0.17
"C24H26O13",1.08,0.54
"C25H32O6S1P2",1.28,0.24
"C21H30O15",1.43,0.71
"C21H30O15",1.43,0.71
"C30H34O2S3",1.13,0.07
"C30H34O2S3",1.13,0.07
"C25H30O12",1.2,0.48
"C21H33O12N1P1",1.57,0.57
"C22H37O7N1S2P1",1.68,0.32
"C22H34O14",1.55,0.64
"C22H34O14",1.55,0.64
"C26H34O11",1.31,0.42
"C23H41O6N1S2P1",1.78,0.26
"C27H40O6P2",1.48,0.22
"C23H38O13",1.65,0.57
"C23H38O13",1.65,0.57
"C24H45O7N1S1P1",1.88,0.29
"C24H42O12",1.75,0.5
"C25H46O7S2",1.84,0.28
"C24H46O6N2S2",1.92,0.25
"C25H46O9S1",1.84,0.36
"C20H13O2N1S7",0.65,0.1
"C14H7O15N1S1P2",0.5,1.07
"C21H5O8N3S3",0.24,0.38
"C22H9O3N3S5",0.41,0.14
"C10H21O9N1S7",2.1,0.9
"C26H8O5N2S2P1",0.31,0.19
"C18H9O16N3",0.5,0.89
"C24H29O12N1",1.21,0.5
"C25H33O11N1",1.32,0.44
"C25H33O11N1",1.32,0.44
"C22H37O13N1",1.68,0.59
"C25H37O9N3",1.48,0.36
